seq,timestamp_ns,msg_type,stock_locate,tracking_number,stock,order_ref,new_order_ref,side,shares,price,match_number,printable,attribution
70269,34207026900000,A,2,0,MSFT,32130,,B,100,3802400,,,
70270,34207027000000,D,3,0,,41819,,,,,,,
70271,34207027100000,D,1,0,,31625,,,,,,,
70272,34207027200000,X,6,0,,48686,,,41,,,,
70273,34207027300000,A,5,0,AMZN,24909,,S,100,1749600,,,
70274,34207027400000,D,6,0,,49406,,,,,,,
70275,34207027500000,A,5,0,AMZN,24917,,B,26,1747300,,,
70276,34207027600000,A,3,0,NVDA,43227,,S,100,1206900,,,
70277,34207027700000,A,1,0,AAPL,32425,,S,1300,1504400,,,
70278,34207027800000,A,4,0,TSLA,46044,,B,200,2498700,,,
70279,34207027900000,E,3,0,,39843,,,100,,11129,,
70280,34207028000000,A,3,0,NVDA,43235,,B,200,1204600,,,
70281,34207028100000,A,3,0,NVDA,43243,,S,100,1204800,,,
70282,34207028200000,X,2,0,,27506,,,1075,,,,
70283,34207028300000,A,6,0,SPY,49678,,S,100,4998800,,,
70284,34207028400000,A,5,0,AMZN,24925,,S,100,1748800,,,
70285,34207028500000,D,4,0,,45948,,,,,,,
70286,34207028600000,A,3,0,NVDA,43251,,S,400,1205200,,,
70287,34207028700000,D,1,0,,32329,,,,,,,
70288,34207028800000,A,1,0,AAPL,32433,,S,100,1504400,,,
70289,34207028900000,E,7,0,,22103,,,600,,11130,,
70290,34207029000000,D,4,0,,45860,,,,,,,
70291,34207029100000,X,3,0,,43019,,,224,,,,
70292,34207029200000,A,5,0,AMZN,24933,,B,100,1748600,,,
70293,34207029300000,D,1,0,,31153,,,,,,,
70294,34207029400000,A,5,0,AMZN,24941,,B,100,1748600,,,
70295,34207029500000,A,5,0,AMZN,24949,,B,100,1747000,,,
70296,34207029600000,D,6,0,,49622,,,,,,,
70297,34207029700000,D,3,0,,42299,,,,,,,
70298,34207029800000,A,3,0,NVDA,43259,,B,100,1204600,,,
70299,34207029900000,E,6,0,,46718,,,20,,11131,,
70300,34207030000000,X,5,0,,24933,,,88,,,,
70301,34207030100000,D,1,0,,29785,,,,,,,
70302,34207030200000,D,2,0,,30066,,,,,,,
70303,34207030300000,X,6,0,,49198,,,87,,,,
70304,34207030400000,D,4,0,,45580,,,,,,,
70305,34207030500000,D,3,0,,42651,,,,,,,
70306,34207030600000,A,3,0,NVDA,43267,,S,1100,1205000,,,
70307,34207030700000,D,6,0,,46486,,,,,,,
70308,34207030800000,F,3,0,NVDA,43275,,S,100,1205100,,,IEXG
70309,34207030900000,A,2,0,MSFT,32138,,S,100,3802700,,,
70310,34207031000000,E,8,0,,22768,,,100,,11132,,
70311,34207031100000,E,6,0,,49230,,,100,,11133,,
70312,34207031200000,D,6,0,,48182,,,,,,,
70313,34207031300000,A,5,0,AMZN,24957,,S,100,1749400,,,
70314,34207031400000,D,8,0,,22328,,,,,,,
70315,34207031500000,A,6,0,SPY,49686,,B,100,4998000,,,
70316,34207031600000,A,4,0,TSLA,46052,,B,300,2499800,,,
70317,34207031700000,A,2,0,MSFT,32146,,S,100,3802800,,,
70318,34207031800000,F,6,0,SPY,49694,,S,200,4999100,,,CDRG
70319,34207031900000,D,1,0,,32369,,,,,,,
70320,34207032000000,A,5,0,AMZN,24965,,S,400,1749200,,,
70321,34207032100000,A,8,0,F,23880,,S,100,119900,,,
70322,34207032200000,D,3,0,,42491,,,,,,,
70323,34207032300000,E,8,0,,23752,,,100,,11134,,
70324,34207032400000,A,8,0,F,23888,,S,100,119900,,,
70325,34207032500000,A,5,0,AMZN,24973,,S,100,1749500,,,
70326,34207032600000,E,1,0,,28969,,,100,,11135,,
70327,34207032700000,A,1,0,AAPL,32441,,B,100,1502000,,,
70328,34207032800000,A,5,0,AMZN,24981,,B,100,1747900,,,
70329,34207032900000,D,1,0,,26033,,,,,,,
70330,34207033000000,A,5,0,AMZN,24989,,S,500,1750500,,,
70331,34207033100000,A,3,0,NVDA,43283,,S,100,1205100,,,
70332,34207033200000,D,3,0,,43019,,,,,,,
70333,34207033300000,D,4,0,,44036,,,,,,,
70334,34207033400000,A,1,0,AAPL,32449,,S,100,1504700,,,
70335,34207033500000,A,3,0,NVDA,43291,,B,100,1204500,,,
70336,34207033600000,A,3,0,NVDA,43299,,B,300,1204600,,,
70337,34207033700000,X,6,0,,48446,,,73,,,,
70338,34207033800000,A,7,0,GME,23255,,B,400,258200,,,
70339,34207033900000,A,8,0,F,23896,,B,500,119600,,,
70340,34207034000000,D,7,0,,23143,,,,,,,
70341,34207034100000,A,6,0,SPY,49702,,B,100,4996800,,,
70342,34207034200000,A,6,0,SPY,49710,,S,100,4999300,,,
70343,34207034300000,X,5,0,,20213,,,76,,,,
70344,34207034400000,A,1,0,AAPL,32457,,S,200,1504400,,,
70345,34207034500000,A,5,0,AMZN,24997,,S,800,1749800,,,
70346,34207034600000,D,1,0,,28065,,,,,,,
70347,34207034700000,D,7,0,,21071,,,,,,,
70348,34207034800000,A,6,0,SPY,49718,,S,100,5000000,,,
70349,34207034900000,E,4,0,,40996,,,100,,11136,,
70350,34207035000000,A,3,0,NVDA,43307,,S,100,1204800,,,
70351,34207035100000,X,3,0,,41835,,,33,,,,
70352,34207035200000,A,7,0,GME,23263,,B,100,258200,,,
70353,34207035300000,D,6,0,,46582,,,,,,,
70354,34207035400000,A,3,0,NVDA,43315,,B,100,1203600,,,
70355,34207035500000,D,5,0,,24965,,,,,,,
70356,34207035600000,U,1,0,,31865,32465,,100,1502500,,,
70357,34207035700000,A,3,0,NVDA,43323,,B,100,1203300,,,
70358,34207035800000,A,5,0,AMZN,25005,,S,100,1750100,,,
70359,34207035900000,X,1,0,,30633,,,55,,,,
70360,34207036000000,U,3,0,,42851,43331,,300,1204900,,,
70361,34207036100000,D,2,0,,29362,,,,,,,
70362,34207036200000,A,2,0,MSFT,32154,,B,100,3802400,,,
70363,34207036300000,E,7,0,,23247,,,100,,11137,,
70364,34207036400000,A,1,0,AAPL,32473,,B,100,1503700,,,
70365,34207036500000,A,1,0,AAPL,32481,,S,100,1504800,,,
70366,34207036600000,D,1,0,,30593,,,,,,,
70367,34207036700000,A,1,0,AAPL,32489,,B,200,1504200,,,
70368,34207036800000,D,5,0,,19853,,,,,,,
70369,34207036900000,D,8,0,,21960,,,,,,,
70370,34207037000000,A,5,0,AMZN,25013,,B,100,1748100,,,
70371,34207037100000,D,4,0,,40244,,,,,,,
70372,34207037200000,F,8,0,F,23904,,B,100,119000,,,CDRG
70373,34207037300000,E,2,0,,32082,,,100,,11138,,
70374,34207037400000,D,1,0,,32217,,,,,,,
70375,34207037500000,X,2,0,,31794,,,490,,,,
70376,34207037600000,D,3,0,,41699,,,,,,,
70377,34207037700000,X,6,0,,49542,,,14,,,,
70378,34207037800000,A,4,0,TSLA,46060,,B,100,2499000,,,
70379,34207037900000,A,6,0,SPY,49726,,S,100,4998300,,,
70380,34207038000000,D,5,0,,22365,,,,,,,
70381,34207038100000,D,5,0,,22693,,,,,,,
70382,34207038200000,D,5,0,,19661,,,,,,,
70383,34207038300000,A,1,0,AAPL,32497,,B,200,1504200,,,
70384,34207038400000,A,1,0,AAPL,32505,,B,400,1503700,,,
70385,34207038500000,D,5,0,,20317,,,,,,,
70386,34207038600000,A,8,0,F,23912,,S,100,120800,,,
70387,34207038700000,A,3,0,NVDA,43339,,S,100,1204800,,,
70388,34207038800000,D,6,0,,48310,,,,,,,
70389,34207038900000,D,1,0,,30465,,,,,,,
70390,34207039000000,X,1,0,,32169,,,92,,,,
70391,34207039100000,A,8,0,F,23920,,B,100,118700,,,
70392,34207039200000,A,4,0,TSLA,46068,,S,100,2500000,,,
70393,34207039300000,A,8,0,F,23928,,S,100,119900,,,
70394,34207039400000,D,3,0,,42787,,,,,,,
70395,34207039500000,A,4,0,TSLA,46076,,B,100,2498800,,,
70396,34207039600000,X,6,0,,48662,,,52,,,,
70397,34207039700000,A,1,0,AAPL,32513,,S,500,1505800,,,
70398,34207039800000,D,8,0,,20568,,,,,,,
70399,34207039900000,F,3,0,NVDA,43347,,S,300,1204800,,,BATS
70400,34207040000000,A,3,0,NVDA,43355,,S,100,1204800,,,
70401,34207040100000,U,8,0,,22680,23936,,100,119600,,,
70402,34207040200000,D,8,0,,23824,,,,,,,
70403,34207040300000,D,3,0,,42611,,,,,,,
70404,34207040400000,D,8,0,,20944,,,,,,,
70405,34207040500000,D,1,0,,28457,,,,,,,
70406,34207040600000,A,1,0,AAPL,32521,,S,500,1504400,,,
70407,34207040700000,A,6,0,SPY,49734,,B,200,4997800,,,
70408,34207040800000,D,1,0,,26937,,,,,,,
70409,34207040900000,A,7,0,GME,23271,,S,100,258400,,,
70410,34207041000000,D,3,0,,43227,,,,,,,
70411,34207041100000,A,1,0,AAPL,32529,,S,2000,1504400,,,
70412,34207041200000,A,3,0,NVDA,43363,,S,100,1206100,,,
70413,34207041300000,A,8,0,F,23944,,B,400,119700,,,
70414,34207041400000,A,1,0,AAPL,32537,,S,100,1504400,,,
70415,34207041500000,A,6,0,SPY,49742,,S,100,4998200,,,
70416,34207041600000,E,2,0,,32154,,,100,,11139,,
70417,34207041700000,X,8,0,,21120,,,3,,,,
70418,34207041800000,D,1,0,,29889,,,,,,,
70419,34207041900000,A,8,0,F,23952,,S,100,120100,,,
70420,34207042000000,A,8,0,F,23960,,B,100,119700,,,
70421,34207042100000,U,2,0,,31994,32162,,500,3802400,,,
70422,34207042200000,A,6,0,SPY,49750,,B,100,4996300,,,
70423,34207042300000,U,3,0,,41363,43371,,100,1205100,,,
70424,34207042400000,F,4,0,TSLA,46084,,S,100,2500200,,,BATS
70425,34207042500000,U,4,0,,40900,46092,,100,2498900,,,
70426,34207042600000,D,5,0,,24669,,,,,,,
70427,34207042700000,D,3,0,,42747,,,,,,,
70428,34207042800000,F,4,0,TSLA,46100,,B,300,2498400,,,BATS
70429,34207042900000,A,3,0,NVDA,43379,,S,100,1205700,,,
70430,34207043000000,D,6,0,,48518,,,,,,,
70431,34207043100000,A,5,0,AMZN,25021,,B,100,1748600,,,
70432,34207043200000,F,6,0,SPY,49758,,S,100,4998600,,,BATS
70433,34207043300000,A,3,0,NVDA,43387,,B,100,1204500,,,
70434,34207043400000,A,4,0,TSLA,46108,,B,100,2498600,,,
70435,34207043500000,F,1,0,AAPL,32545,,B,300,1503800,,,BATS
70436,34207043600000,A,5,0,AMZN,25029,,S,300,1748800,,,
70437,34207043700000,D,4,0,,43548,,,,,,,
70438,34207043800000,A,3,0,NVDA,43395,,B,59,1202600,,,
70439,34207043900000,D,7,0,,23183,,,,,,,
70440,34207044000000,A,7,0,GME,23279,,B,400,257700,,,
70441,34207044100000,D,8,0,,22864,,,,,,,
70442,34207044200000,A,4,0,TSLA,46116,,B,100,2499600,,,
70443,34207044300000,A,5,0,AMZN,25037,,B,100,1747400,,,
70444,34207044400000,D,7,0,,22807,,,,,,,
70445,34207044500000,D,1,0,,30977,,,,,,,
70446,34207044600000,D,7,0,,23127,,,,,,,
70447,34207044700000,A,1,0,AAPL,32553,,B,100,1503800,,,
70448,34207044800000,E,6,0,,48366,,,100,,11140,,
70449,34207044900000,A,3,0,NVDA,43403,,S,100,1204800,,,
70450,34207045000000,E,5,0,,24821,,,100,,11141,,
70451,34207045100000,A,5,0,AMZN,25045,,S,100,1748800,,,
70452,34207045200000,A,2,0,MSFT,32170,,S,500,3802600,,,
70453,34207045300000,A,3,0,NVDA,43411,,S,600,1207200,,,
70454,34207045400000,A,5,0,AMZN,25053,,B,200,1747400,,,
70455,34207045500000,U,3,0,,42819,43419,,100,1204600,,,
70456,34207045600000,D,1,0,,32385,,,,,,,
70457,34207045700000,D,4,0,,45764,,,,,,,
70458,34207045800000,A,5,0,AMZN,25061,,B,100,1748600,,,
70459,34207045900000,A,3,0,NVDA,43427,,S,100,1205200,,,
70460,34207046000000,D,4,0,,43124,,,,,,,
70461,34207046100000,A,3,0,NVDA,43435,,S,100,1204900,,,
70462,34207046200000,D,8,0,,17536,,,,,,,
70463,34207046300000,D,5,0,,24101,,,,,,,
70464,34207046400000,E,8,0,,23864,,,1600,,11142,,
70465,34207046500000,A,3,0,NVDA,43443,,S,500,1205000,,,
70466,34207046600000,A,1,0,AAPL,32561,,B,100,1504200,,,
70467,34207046700000,A,3,0,NVDA,43451,,B,300,1204400,,,
70468,34207046800000,A,3,0,NVDA,43459,,B,200,1204600,,,
70469,34207046900000,D,3,0,,43363,,,,,,,
70470,34207047000000,A,8,0,F,23968,,B,400,119100,,,
70471,34207047100000,D,7,0,,22943,,,,,,,
70472,34207047200000,E,1,0,,32433,,,100,,11143,,
70473,34207047300000,A,6,0,SPY,49766,,B,200,4998000,,,
70474,34207047400000,D,2,0,,16146,,,,,,,
70475,34207047500000,D,3,0,,43387,,,,,,,
70476,34207047600000,A,1,0,AAPL,32569,,S,500,1504700,,,
70477,34207047700000,D,8,0,,23016,,,,,,,
70478,34207047800000,D,8,0,,19600,,,,,,,
70479,34207047900000,D,7,0,,21567,,,,,,,
70480,34207048000000,A,6,0,SPY,49774,,S,1600,4999200,,,
70481,34207048100000,A,4,0,TSLA,46124,,B,100,2499300,,,
70482,34207048200000,A,8,0,F,23976,,S,400,120100,,,
70483,34207048300000,A,3,0,NVDA,43467,,B,100,1204500,,,
70484,34207048400000,A,8,0,F,23984,,S,1000,120400,,,
70485,34207048500000,A,2,0,MSFT,32178,,B,400,3801300,,,
70486,34207048600000,E,4,0,,46052,,,300,,11144,,
70487,34207048700000,D,1,0,,30889,,,,,,,
70488,34207048800000,D,7,0,,20023,,,,,,,
70489,34207048900000,A,2,0,MSFT,32186,,B,100,3800700,,,
70490,34207049000000,D,5,0,,22301,,,,,,,
70491,34207049100000,D,3,0,,41611,,,,,,,
70492,34207049200000,C,8,0,,23944,,,200,119600,11145,Y,
70493,34207049300000,A,3,0,NVDA,43475,,S,1600,1205100,,,
70494,34207049400000,A,3,0,NVDA,43483,,S,100,1204800,,,
70495,34207049500000,D,3,0,,43323,,,,,,,
70496,34207049600000,E,3,0,,43203,,,1100,,11146,,
70497,34207049700000,D,6,0,,43990,,,,,,,
70498,34207049800000,A,6,0,SPY,49782,,B,100,4997800,,,
70499,34207049900000,A,8,0,F,23992,,B,1400,118800,,,
70500,34207050000000,A,8,0,F,24000,,B,400,118900,,,
70501,34207050100000,D,8,0,,23416,,,,,,,
70502,34207050200000,D,1,0,,29777,,,,,,,
70503,34207050300000,D,5,0,,23493,,,,,,,
70504,34207050400000,A,4,0,TSLA,46132,,S,100,2500700,,,
70505,34207050500000,E,6,0,,48358,,,100,,11147,,
70506,34207050600000,A,6,0,SPY,49790,,S,100,5000400,,,
70507,34207050700000,A,6,0,SPY,49798,,B,100,4995900,,,
70508,34207050800000,D,5,0,,24349,,,,,,,
70509,34207050900000,D,8,0,,23776,,,,,,,
70510,34207051000000,A,5,0,AMZN,25069,,S,900,1748800,,,
70511,34207051100000,D,3,0,,42227,,,,,,,
70512,34207051200000,D,3,0,,42283,,,,,,,
70513,34207051300000,D,1,0,,29441,,,,,,,
70514,34207051400000,A,3,0,NVDA,43491,,S,100,1204800,,,
70515,34207051500000,X,5,0,,24029,,,26,,,,
70516,34207051600000,D,6,0,,45414,,,,,,,
70517,34207051700000,A,5,0,AMZN,25077,,B,300,1746800,,,
70518,34207051800000,D,4,0,,41868,,,,,,,
70519,34207051900000,A,8,0,F,24008,,S,100,120200,,,
70520,34207052000000,F,3,0,NVDA,43499,,B,1600,1203800,,,EDGX
70521,34207052100000,F,4,0,TSLA,46140,,B,100,2499500,,,ARCA
70522,34207052200000,A,3,0,NVDA,43507,,S,100,1204700,,,
70523,34207052300000,E,5,0,,23989,,,100,,11148,,
70524,34207052400000,D,6,0,,48286,,,,,,,
70525,34207052500000,U,6,0,,46286,49806,,100,4998300,,,
70526,34207052600000,A,6,0,SPY,49814,,S,100,4998300,,,
70527,34207052700000,U,3,0,,42195,43515,,100,1205200,,,
70528,34207052800000,F,7,0,GME,23287,,S,1600,258600,,,CDRG
70529,34207052900000,A,8,0,F,24016,,B,100,119700,,,
70530,34207053000000,E,8,0,,23944,,,100,,11149,,
70531,34207053100000,A,1,0,AAPL,32577,,B,600,1504200,,,
70532,34207053200000,A,1,0,AAPL,32585,,B,100,1504200,,,
70533,34207053300000,A,3,0,NVDA,43523,,S,100,1207100,,,
70534,34207053400000,A,1,0,AAPL,32593,,S,300,1504400,,,
70535,34207053500000,C,6,0,,48382,,,100,4998300,11150,Y,
70536,34207053600000,A,5,0,AMZN,25085,,B,100,1748600,,,
70537,34207053700000,D,1,0,,30521,,,,,,,
70538,34207053800000,A,4,0,TSLA,46148,,B,100,2498700,,,
70539,34207053900000,D,1,0,,31881,,,,,,,
70540,34207054000000,A,3,0,NVDA,43531,,B,100,1204500,,,
70541,34207054100000,A,6,0,SPY,49822,,S,300,4998300,,,
70542,34207054200000,A,6,0,SPY,49830,,B,32,4997500,,,
70543,34207054300000,E,3,0,,43203,,,100,,11151,,
70544,34207054400000,U,3,0,,42971,43539,,100,1204700,,,
70545,34207054500000,A,5,0,AMZN,25093,,S,1500,1750700,,,
70546,34207054600000,D,4,0,,43924,,,,,,,
70547,34207054700000,A,1,0,AAPL,32601,,B,400,1503800,,,
70548,34207054800000,A,5,0,AMZN,25101,,S,100,1749300,,,
70549,34207054900000,A,3,0,NVDA,43547,,B,100,1202900,,,
70550,34207055000000,D,8,0,,23624,,,,,,,
70551,34207055100000,A,8,0,F,24024,,B,100,119200,,,
70552,34207055200000,A,1,0,AAPL,32609,,S,100,1504400,,,
70553,34207055300000,D,2,0,,31898,,,,,,,
70554,34207055400000,E,1,0,,29641,,,100,,11152,,
70555,34207055500000,E,1,0,,32537,,,100,,11153,,
70556,34207055600000,D,5,0,,21885,,,,,,,
70557,34207055700000,A,6,0,SPY,49838,,B,100,4998000,,,
70558,34207055800000,D,1,0,,29969,,,,,,,
70559,34207055900000,A,3,0,NVDA,43555,,B,1800,1203200,,,
70560,34207056000000,E,3,0,,39843,,,100,,11154,,
70561,34207056100000,E,3,0,,43259,,,100,,11155,,
70562,34207056200000,A,1,0,AAPL,32617,,S,500,1504400,,,
70563,34207056300000,A,1,0,AAPL,32625,,B,100,1504100,,,
70564,34207056400000,D,3,0,,42339,,,,,,,
70565,34207056500000,A,1,0,AAPL,32633,,S,100,1506700,,,
70566,34207056600000,D,3,0,,42235,,,,,,,
70567,34207056700000,D,3,0,,43299,,,,,,,
70568,34207056800000,A,4,0,TSLA,46156,,B,100,2499800,,,
70569,34207056900000,A,2,0,MSFT,32194,,B,1600,3802400,,,
70570,34207057000000,A,3,0,NVDA,43563,,S,100,1206800,,,
70571,34207057100000,D,3,0,,43555,,,,,,,
70572,34207057200000,A,3,0,NVDA,43571,,S,100,1205400,,,
70573,34207057300000,D,1,0,,29489,,,,,,,
70574,34207057400000,E,5,0,,24221,,,100,,11156,,
70575,34207057500000,A,3,0,NVDA,43579,,B,90,1203300,,,
70576,34207057600000,E,6,0,,49654,,,100,,11157,,
70577,34207057700000,A,5,0,AMZN,25109,,B,200,1748400,,,
70578,34207057800000,U,3,0,,42323,43587,,200,1204500,,,
70579,34207057900000,A,1,0,AAPL,32641,,S,500,1505400,,,
70580,34207058000000,D,4,0,,42748,,,,,,,
70581,34207058100000,D,1,0,,31473,,,,,,,
70582,34207058200000,E,3,0,,42595,,,100,,11158,,
70583,34207058300000,A,5,0,AMZN,25117,,B,100,1746900,,,
70584,34207058400000,A,3,0,NVDA,43595,,B,100,1204500,,,
70585,34207058500000,D,5,0,,19885,,,,,,,
70586,34207058600000,D,5,0,,24341,,,,,,,
70587,34207058700000,A,1,0,AAPL,32649,,S,1500,1505700,,,
70588,34207058800000,A,3,0,NVDA,43603,,B,41,1202700,,,
70589,34207058900000,A,5,0,AMZN,25125,,B,100,1748600,,,
70590,34207059000000,X,4,0,,40676,,,494,,,,
70591,34207059100000,A,7,0,GME,23295,,B,100,258000,,,
70592,34207059200000,D,1,0,,29353,,,,,,,
70593,34207059300000,E,3,0,,43459,,,200,,11159,,
70594,34207059400000,A,1,0,AAPL,32657,,S,200,1504900,,,
70595,34207059500000,D,4,0,,43852,,,,,,,
70596,34207059600000,D,1,0,,29465,,,,,,,
70597,34207059700000,A,4,0,TSLA,46164,,S,100,2500000,,,
70598,34207059800000,D,4,0,,46068,,,,,,,
70599,34207059900000,D,2,0,,28386,,,,,,,
70600,34207060000000,E,1,0,,32201,,,100,,11160,,
70601,34207060100000,D,1,0,,29953,,,,,,,
70602,34207060200000,D,4,0,,46148,,,,,,,
70603,34207060300000,A,1,0,AAPL,32665,,S,100,1504600,,,
70604,34207060400000,D,3,0,,43163,,,,,,,
70605,34207060500000,D,2,0,,31026,,,,,,,
70606,34207060600000,D,3,0,,41483,,,,,,,
70607,34207060700000,A,3,0,NVDA,43611,,S,600,1204700,,,
70608,34207060800000,X,6,0,,47526,,,27,,,,
70609,34207060900000,E,8,0,,24016,,,100,,11161,,
70610,34207061000000,A,3,0,NVDA,43619,,S,600,1204900,,,
70611,34207061100000,D,3,0,,43563,,,,,,,
70612,34207061200000,D,2,0,,30946,,,,,,,
70613,34207061300000,A,1,0,AAPL,32673,,S,100,1504400,,,
70614,34207061400000,A,6,0,SPY,49846,,B,800,4998000,,,
70615,34207061500000,D,3,0,,43123,,,,,,,
70616,34207061600000,A,3,0,NVDA,43627,,S,100,1204700,,,
70617,34207061700000,U,3,0,,42635,43635,,100,1204100,,,
70618,34207061800000,D,3,0,,40611,,,,,,,
70619,34207061900000,F,3,0,NVDA,43643,,B,100,1202200,,,CDRG
70620,34207062000000,U,1,0,,31761,32681,,100,1504200,,,
70621,34207062100000,D,4,0,,46124,,,,,,,
70622,34207062200000,D,2,0,,28906,,,,,,,
70623,34207062300000,U,7,0,,21343,23303,,100,258300,,,
70624,34207062400000,D,5,0,,17973,,,,,,,
70625,34207062500000,D,7,0,,17823,,,,,,,
70626,34207062600000,D,4,0,,46108,,,,,,,
70627,34207062700000,D,1,0,,27961,,,,,,,
70628,34207062800000,D,3,0,,42931,,,,,,,
70629,34207062900000,A,2,0,MSFT,32202,,S,100,3802600,,,
70630,34207063000000,D,5,0,,24573,,,,,,,
70631,34207063100000,A,8,0,F,24032,,S,100,122300,,,
70632,34207063200000,A,2,0,MSFT,32210,,B,2000,3801600,,,
70633,34207063300000,D,3,0,,43427,,,,,,,
70634,34207063400000,D,2,0,,29906,,,,,,,
70635,34207063500000,A,2,0,MSFT,32218,,B,800,3801600,,,
70636,34207063600000,D,4,0,,45236,,,,,,,
70637,34207063700000,F,4,0,TSLA,46172,,B,100,2499800,,,EDGX
70638,34207063800000,A,7,0,GME,23311,,B,500,255800,,,
70639,34207063900000,E,6,0,,47638,,,100,,11162,,
70640,34207064000000,D,7,0,,21375,,,,,,,
70641,34207064100000,X,1,0,,32289,,,39,,,,
70642,34207064200000,E,3,0,,39843,,,100,,11163,,
70643,34207064300000,D,6,0,,44254,,,,,,,
70644,34207064400000,X,3,0,,43171,,,305,,,,
70645,34207064500000,D,8,0,,24024,,,,,,,
70646,34207064600000,X,4,0,,45316,,,23,,,,
70647,34207064700000,E,1,0,,32361,,,300,,11164,,
70648,34207064800000,A,3,0,NVDA,43651,,B,100,1204500,,,
70649,34207064900000,E,1,0,,30569,,,100,,11165,,
70650,34207065000000,A,6,0,SPY,49854,,B,100,4995800,,,
70651,34207065100000,X,5,0,,25093,,,1219,,,,
70652,34207065200000,A,1,0,AAPL,32689,,S,100,1504900,,,
70653,34207065300000,D,5,0,,19413,,,,,,,
70654,34207065400000,A,3,0,NVDA,43659,,B,100,1204500,,,
70655,34207065500000,F,6,0,SPY,49862,,B,400,4998000,,,EDGX
70656,34207065600000,D,5,0,,24853,,,,,,,
70657,34207065700000,A,1,0,AAPL,32697,,B,100,1504200,,,
70658,34207065800000,E,5,0,,24861,,,100,,11166,,
70659,34207065900000,A,6,0,SPY,49870,,B,500,4997900,,,
70660,34207066000000,A,5,0,AMZN,25133,,S,200,1748800,,,
70661,34207066100000,D,8,0,,22272,,,,,,,
70662,34207066200000,A,5,0,AMZN,25141,,B,100,1747800,,,
70663,34207066300000,A,4,0,TSLA,46180,,S,100,2500600,,,
70664,34207066400000,X,5,0,,24309,,,12,,,,
70665,34207066500000,A,5,0,AMZN,25149,,B,100,1748300,,,
70666,34207066600000,D,6,0,,49446,,,,,,,
70667,34207066700000,A,1,0,AAPL,32705,,S,100,1504500,,,
70668,34207066800000,D,1,0,,32297,,,,,,,
70669,34207066900000,D,3,0,,41963,,,,,,,
70670,34207067000000,E,3,0,,43235,,,100,,11167,,
70671,34207067100000,A,5,0,AMZN,25157,,B,100,1747900,,,
70672,34207067200000,D,6,0,,48174,,,,,,,
70673,34207067300000,D,6,0,,44662,,,,,,,
70674,34207067400000,A,8,0,F,24040,,S,200,120300,,,
70675,34207067500000,A,5,0,AMZN,25165,,B,500,1748000,,,
70676,34207067600000,A,8,0,F,24048,,S,100,120000,,,
70677,34207067700000,A,6,0,SPY,49878,,S,100,4998400,,,
70678,34207067800000,D,3,0,,43523,,,,,,,
70679,34207067900000,A,6,0,SPY,49886,,B,300,4997900,,,
70680,34207068000000,F,5,0,AMZN,25173,,B,100,1748600,,,NSDQ
70681,34207068100000,E,5,0,,23437,,,100,,11168,,
70682,34207068200000,D,2,0,,29266,,,,,,,
70683,34207068300000,A,3,0,NVDA,43667,,S,100,1204900,,,
70684,34207068400000,A,4,0,TSLA,46188,,B,200,2499000,,,
70685,34207068500000,A,1,0,AAPL,32713,,B,2000,1504200,,,
70686,34207068600000,A,5,0,AMZN,25181,,S,100,1749800,,,
70687,34207068700000,E,8,0,,23944,,,100,,11169,,
70688,34207068800000,A,6,0,SPY,49894,,S,100,4998700,,,
70689,34207068900000,A,3,0,NVDA,43675,,B,100,1204500,,,
70690,34207069000000,F,4,0,TSLA,46196,,S,100,2500400,,,NSDQ
70691,34207069100000,D,6,0,,45806,,,,,,,
70692,34207069200000,D,2,0,,30074,,,,,,,
70693,34207069300000,D,5,0,,21605,,,,,,,
70694,34207069400000,A,6,0,SPY,49902,,S,100,4998600,,,
70695,34207069500000,A,3,0,NVDA,43683,,S,100,1206100,,,
70696,34207069600000,E,1,0,,31705,,,100,,11170,,
70697,34207069700000,D,7,0,,22247,,,,,,,
70698,34207069800000,D,8,0,,15832,,,,,,,
70699,34207069900000,E,5,0,,24805,,,100,,11171,,
70700,34207070000000,E,3,0,,42867,,,200,,11172,,
70701,34207070100000,A,2,0,MSFT,32226,,S,100,3802600,,,
70702,34207070200000,C,4,0,,46156,,,100,2499700,11173,Y,
70703,34207070300000,D,5,0,,23973,,,,,,,
70704,34207070400000,D,8,0,,20576,,,,,,,
70705,34207070500000,D,1,0,,29609,,,,,,,
70706,34207070600000,X,4,0,,42020,,,74,,,,
70707,34207070700000,D,3,0,,41275,,,,,,,
70708,34207070800000,A,3,0,NVDA,43691,,B,100,1204300,,,
70709,34207070900000,E,1,0,,32361,,,100,,11174,,
70710,34207071000000,E,6,0,,48118,,,100,,11175,,
70711,34207071100000,A,5,0,AMZN,25189,,B,100,1748200,,,
70712,34207071200000,E,4,0,,46172,,,100,,11176,,
70713,34207071300000,A,6,0,SPY,49910,,B,400,4997500,,,
70714,34207071400000,D,2,0,,30562,,,,,,,
70715,34207071500000,E,6,0,,49638,,,100,,11177,,
70716,34207071600000,A,4,0,TSLA,46204,,S,300,2500100,,,
70717,34207071700000,D,4,0,,44140,,,,,,,
70718,34207071800000,D,5,0,,24373,,,,,,,
70719,34207071900000,E,6,0,,46390,,,70,,11178,,
70720,34207072000000,D,6,0,,47486,,,,,,,
70721,34207072100000,D,2,0,,29298,,,,,,,
70722,34207072200000,A,3,0,NVDA,43699,,B,100,1202600,,,
